Id,AppraiserEnterpriseId,AvaliacaoPerguntaId,Resposta,Date,Linha1,Linha2,Id,Bloco,Criterio,QuestaoLetra,Questao,Peso,Topico,Id,UserId,Status,ResponsibleId,CreatedAt,UpdatedAt,Id,UserId,RoleId,Id,Description,LongDescription,ParentRole,IsSystemAdmin,IsSystemRole
145861,89,7,S,"2013-09-28 19:23:28",17,21,7,2,1,A,"Descreve valores pessoais que influenciam o exercíco da atividade vencendo desafios?",40,"- Verificar como vence desafios.
- Verificar se os desafios que aparecem são encarados como grandes dificuldades ou como oportunidades (solicitar que a Mulher justifique sua resposta).",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145864,89,10,S,"2013-09-28 19:23:28",23,29,10,2,1,D,"Não desiste das ideias diante dos problemas que aparecem, buscando outros caminhos quando necessário, para atingir os objetivos?",35,"- Verificar como demonstra persistência no que faz.",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145867,89,13,S,"2013-09-28 19:23:28",37,38,13,2,3,A,"Possibilita direitos iguais na seleção de seus colaboradores (não faz distinção de cor, religião, classe social, entre outros)?",30,"- Verificar se possui critérios para a seleção das pessoas que irá contratar e de que forma, por meio desses critérios dá oportunidade para todas as pessoas.
- Verificar se não faz descriminação de cor, religião, classe social ou outras, para contratar ou promover as pessoas que trabalham no Negócio.",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145868,89,14,S,"2013-09-28 19:23:28",46,47,14,2,3,B,"Remunera, reconhece e dá incentivo aos seus funcionários, de forma que as pessoas se sintam estimuladas à busca de melhores resultados para o negócio?",30,"- Verificar os critérios para a definição da remuneração dos colaboradores.
- Verificar se é dado algum benefício para a força de trabalho (tipo vale refeição, cestas básicas, entre outros).",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145870,89,16,S,"2013-09-28 19:23:28",46,47,16,2,3,D,"Há evidências de que o ambiente de trabalho é agradável?",20,"- Verificar o “clima” do lugar (se as pessoas são tensas ou tranqüilas, se têm orgulho de trabalhar ali ou não, se fazem questão de mostrar o lugar ou se são indiferentes).",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145871,89,17,S,"2013-09-28 19:23:28",40,45,17,2,4,A,"Demonstra conhecer as necessidades dos clientes?",30,"- Verificar quais são as necessidades dos clientes do Negócio e como essas informações foram conseguidas.",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
145878,89,24,S,"2013-09-28 19:23:28",46,46,24,2,6,A,"Há evidências de parcerias para melhor conduzir o negócio?",50,"- Verificar com quem busca parceria.
- Verificar para quais atividades busca parcerias.",89,32207,unable,33525,"2014-08-18 11:39:30","2014-08-18 11:39:30",32196,32207,35,35,verificador,Verificador,1,0,1
222636,92,18,S,"2013-10-04 19:28:56",25,26,18,2,4,B,"O relacionamento com os clientes é duradouro?",30,"- Verificar se os clientes do Negócio são antigos.
- Verificar como busca a fidelidade de seus clientes.",92,32210,unable,33525,"2014-08-18 11:40:24","2014-08-18 11:40:24",32199,32210,35,35,verificador,Verificador,1,0,1
222635,92,17,S,"2013-10-04 19:28:56",17,36,17,2,4,A,"Demonstra conhecer as necessidades dos clientes?",30,"- Verificar quais são as necessidades dos clientes do Negócio e como essas informações foram conseguidas.",92,32210,unable,33525,"2014-08-18 11:40:24","2014-08-18 11:40:24",32199,32210,35,35,verificador,Verificador,1,0,1
222630,92,12,S,"2013-10-04 19:28:56",30,31,12,2,2,B,"Demonstra que gerencia os seus recursos financeiros?",40,"- Verificar o orçamento do Negócio. O Orçamento deve conter informações sobre as previsões de recursos, entradas e saídas de dinheiro.",92,32210,unable,33525,"2014-08-18 11:40:24","2014-08-18 11:40:24",32199,32210,35,35,verificador,Verificador,1,0,1
